case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000002828,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2024-09-08 06:26:25",2024-09-08,"2024-09-09 03:33:10","2024-09-09 07:09:39","2024-09-13 17:04:04",338.06,338.06,338.06,0.00,1.0000,3,1,1,0,21,24,5,"2. 24-72h","Sapphire Preferred",$5K-25K,0,restricted,CUS0002420,65+,"Consumer Banking",FL,Orlando,23.3,1,0
FRD000006101,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,"Closed-No Fraud","2026-04-26 11:00:26",2026-04-26,"2026-04-26 18:20:22","2026-04-27 18:12:51","2026-05-12 20:33:28",1278.29,0.00,0.00,0.00,NULL,1,0,0,0,7,31,16,"2. 24-72h","Business Savings",<$1K,1,active,CUS0000214,25-34,"Financial Banking",TX,Houston,1.6,1,0
FRD000004349,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","ML Model","Fraud Ops",Closed-Confirmed,"2024-05-04 06:43:50",2024-05-04,"2024-05-04 18:48:42","2024-05-05 16:50:04","2024-05-19 13:03:43",1635.48,1635.48,733.95,901.53,0.4488,2,1,1,0,12,34,15,"2. 24-72h","Premier Savings",$1K-5K,1,active,CUS0002192,25-34,"Consumer Banking",MI,Detroit,7.8,0,0
FRD000008652,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops",Closed-Confirmed,"2024-07-10 23:47:31",2024-07-10,"2024-10-05 14:22:01",NULL,"2024-10-21 17:25:09",49105.49,49105.49,7756.99,41348.50,0.1580,3,0,0,0,2078,NULL,102,"Never Reported","Private Client Checking",<$1K,1,active,CUS0001597,65+,"Private Client Banking",TX,Dallas,5.9,1,0
FRD000002545,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-07-29 16:11:06",2025-07-29,"2025-07-30 03:06:41","2025-07-30 11:00:57","2025-08-01 16:25:54",138.27,38.15,37.82,0.33,0.9913,5,1,1,0,10,18,3,"1. <24h","Auto Loan",$1K-5K,0,active,CUS0000673,55-64,"Consumer Banking",NJ,Newark,0.1,1,0
FRD000009176,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","ML Model","Fraud Ops",Open,"2026-01-21 15:11:34",2026-01-21,"2026-02-06 01:24:58",NULL,NULL,2025.65,2025.65,481.16,1544.49,0.2375,2,1,0,0,370,NULL,NULL,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0000125,35-44,"Consumer Banking",CA,"Los Angeles",1.2,1,0
FRD000005111,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-06-14 23:28:17",2026-06-14,"2026-06-18 12:43:23","2026-06-19 20:40:28","2026-06-30 14:31:32",2305.64,2305.64,1243.30,1062.34,0.5392,5,1,1,0,85,117,15,"3. 3-7d","Auto Loan",$1K-5K,0,active,CUS0000433,25-34,"Consumer Banking",TX,Houston,0.4,1,0
FRD000003966,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","ML Model","Fraud Ops",Open,"2025-12-15 15:05:23",2025-12-15,"2025-12-18 04:20:59",NULL,NULL,1959.10,1103.78,677.28,426.50,0.6136,1,1,0,0,61,NULL,NULL,"Never Reported","Sapphire Preferred",<$1K,0,active,CUS0002131,25-34,"Consumer Banking",CA,"San Francisco",11.7,1,0
FRD000009175,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops",Closed-Confirmed,"2024-09-17 15:37:22",2024-09-17,"2024-12-31 14:18:38","2025-01-01 04:56:31","2025-01-29 09:29:18",80556.74,80556.74,13520.20,67036.54,0.1678,2,0,1,0,2518,2533,133,"4. 7d+","Sapphire Preferred",$1K-5K,0,active,CUS0000402,35-44,"Consumer Banking",NY,"New York",1.0,1,0
FRD000000841,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-12-06 03:49:25",2025-12-06,"2025-12-06 19:19:55","2025-12-07 08:26:46","2026-01-22 03:36:21",193.81,193.81,159.32,34.49,0.8220,2,1,1,0,15,28,46,"2. 24-72h","Financial Investment Account",$5K-25K,0,active,CUS0002955,45-54,"Private Client Banking",NJ,Newark,14.6,0,0
FRD000002218,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services",Closed-Confirmed,"2026-03-15 19:04:42",2026-03-15,"2026-03-16 17:13:36",NULL,"2026-04-04 14:04:00",99.60,99.60,93.94,5.66,0.9432,2,1,0,0,22,NULL,19,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0001739,35-44,"Consumer Banking",KS,"Overland Park",1.3,1,0
FRD000008216,"Business Email Compromise",Authorized,1,"Online Banking","closing wire redirect","Rules Engine","Wire Recall",Closed-Confirmed,"2024-10-10 22:11:31",2024-10-10,"2024-10-12 02:51:41","2024-10-12 08:55:59","2024-10-27 12:03:48",46357.09,46357.09,22096.60,24260.49,0.4767,2,0,0,1,28,34,16,"2. 24-72h","Sapphire Preferred",$1K-5K,0,closed,CUS0001945,65+,"Consumer Banking",MI,"Grand Rapids",13.6,1,0
FRD000006670,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2026-01-20 16:11:07",2026-01-20,"2026-01-20 17:52:12","2026-01-20 21:09:39","2026-02-03 17:05:02",831.17,301.68,40.77,260.91,0.1351,1,0,0,0,1,4,14,"1. <24h","Private Client Savings",$1K-5K,1,active,CUS0000140,55-64,"Private Client Banking",CA,"San Francisco",11.7,1,0
FRD000003955,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2025-05-11 08:15:29",2025-05-11,"2025-05-13 11:00:43",NULL,"2025-05-20 18:15:48",3101.56,3101.56,1563.24,1538.32,0.5040,4,1,0,0,50,NULL,9,"Never Reported","Business Checking",$1K-5K,1,active,CUS0000951,35-44,"Financial Banking",KS,Topeka,24.3,1,0
FRD000003946,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-01-29 08:44:22",2025-01-29,"2025-02-04 04:24:25","2025-02-07 08:20:09","2025-03-12 05:25:21",3553.75,3553.75,1653.69,1900.06,0.4653,1,1,1,0,139,215,41,"4. 7d+","Private Client Checking",$1K-5K,1,active,CUS0001345,55-64,"Private Client Banking",FL,Miami,13.5,1,0
FRD000001707,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2025-11-19 04:26:57",2025-11-19,"2025-11-19 19:55:03",NULL,"2025-12-19 10:11:10",207.31,207.31,150.32,56.99,0.7251,3,1,0,1,15,NULL,30,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0000468,25-34,"Consumer Banking",MI,Detroit,1.1,1,0
FRD000005070,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Rules Engine","Fraud Ops","Closed-No Fraud","2026-01-28 18:57:02",2026-01-28,"2026-02-02 13:15:44",NULL,"2026-02-12 12:36:43",3477.51,0.00,0.00,0.00,NULL,3,0,0,0,114,NULL,14,"Never Reported","Auto Loan",$1K-5K,0,active,CUS0000551,25-34,"Consumer Banking",TX,Austin,17.9,1,0
FRD000005242,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","ML Model","Fraud Ops",Closed-Confirmed,"2026-02-24 14:42:33",2026-02-24,"2026-03-03 17:06:52","2026-03-06 11:56:00","2026-03-26 12:41:45",2770.25,2770.25,1220.99,1549.26,0.4408,5,1,0,0,170,237,29,"4. 7d+","Business Platinum",$1K-5K,0,active,CUS0000464,65+,"Financial Banking",MI,Detroit,0.5,1,0
FRD000002807,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2025-12-12 17:12:21",2025-12-12,"2025-12-13 00:06:13","2025-12-13 04:20:53","2026-01-05 04:35:19",40.92,40.92,40.82,0.10,0.9976,5,1,1,0,6,11,23,"1. <24h","Total Checking",<$1K,1,active,CUS0002148,18-24,"Consumer Banking",KS,"Overland Park",5.2,1,0
FRD000003838,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","ML Model","Fraud Ops",Closed-Confirmed,"2024-10-14 15:24:58",2024-10-14,"2024-10-17 23:51:18","2024-10-18 13:35:43","2024-11-08 00:13:42",649.04,649.04,406.55,242.49,0.6264,2,1,0,0,80,94,24,"3. 3-7d","Business Savings",$5K-25K,1,closed,CUS0001681,35-44,"Financial Banking",CA,"Los Angeles",11.0,1,0
FRD000005778,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Rules Engine","Fraud Ops",Closed-Confirmed,"2025-09-29 21:54:36",2025-09-29,"2025-10-04 17:35:32",NULL,"2025-10-13 05:34:29",2718.24,2718.24,1052.36,1665.88,0.3871,5,1,0,0,115,NULL,13,"Never Reported","Freedom Unlimited",<$1K,0,active,CUS0001319,18-24,"Consumer Banking",CA,"San Diego",6.4,1,0
FRD000004494,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2025-03-13 22:15:06",2025-03-13,"2025-03-15 20:42:15",NULL,"2025-04-12 10:42:33",682.74,682.74,321.34,361.40,0.4707,2,1,0,1,46,NULL,29,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0000716,25-34,"Consumer Banking",PA,Pittsburgh,2.8,0,0
FRD000001291,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Merchant Alert","Card Services",Closed-Confirmed,"2025-01-12 10:41:36",2025-01-12,"2025-01-13 09:08:25",NULL,"2025-01-24 01:04:52",117.66,117.66,117.66,0.00,1.0000,3,1,0,0,22,NULL,11,"Never Reported","Auto Loan",$1K-5K,0,active,CUS0001285,45-54,"Consumer Banking",FL,Orlando,1.0,1,3
FRD000004144,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2026-03-18 00:26:01",2026-03-18,"2026-03-19 00:33:56",NULL,"2026-04-07 02:38:28",529.34,133.38,75.75,57.63,0.5679,1,0,0,1,24,NULL,20,"Never Reported","Total Checking",$1K-5K,1,active,CUS0000481,55-64,"Consumer Banking",TX,Houston,7.5,1,0
FRD000000650,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Rules Engine","Card Services",Closed-Confirmed,"2025-12-13 20:34:30",2025-12-13,"2025-12-14 02:17:30",NULL,"2025-12-25 01:44:12",361.96,124.78,101.92,22.86,0.8168,1,1,0,0,5,NULL,11,"Never Reported","Business Checking",$1K-5K,1,active,CUS0002793,18-24,"Financial Banking",KS,"Overland Park",7.4,1,0
FRD000007215,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2025-03-26 23:14:39",2025-03-26,"2025-03-27 13:01:53","2025-03-28 01:20:44","2025-04-18 20:24:16",2108.59,2108.59,232.48,1876.11,0.1103,1,1,0,1,13,26,22,"2. 24-72h","Private Client Checking",<$1K,1,active,CUS0001723,45-54,"Private Client Banking",KS,Topeka,10.8,1,0
FRD000005493,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","Rules Engine","Fraud Ops","Under Review","2024-10-19 17:38:54",2024-10-19,"2024-10-20 17:04:47",NULL,NULL,6492.03,5449.51,2143.11,3306.40,0.3933,6,1,0,0,23,NULL,NULL,"Never Reported","Freedom Unlimited",$5K-25K,0,active,CUS0002838,25-34,"Consumer Banking",KS,"Overland Park",16.7,1,1
FRD000001865,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services","Under Review","2024-09-13 23:23:40",2024-09-13,"2024-09-13 23:43:21",NULL,NULL,193.48,193.48,193.48,0.00,1.0000,3,1,0,0,0,NULL,NULL,"Never Reported","Financial Investment Account",<$1K,0,active,CUS0002884,55-64,"Private Client Banking",MI,"Grand Rapids",0.6,1,2
FRD000005359,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-02-16 16:16:46",2024-02-16,"2024-02-18 07:19:51",NULL,"2024-03-15 04:26:16",12674.40,12674.40,4825.11,7849.29,0.3807,4,1,0,1,39,NULL,27,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0001016,55-64,"Consumer Banking",TX,Austin,7.1,1,0
FRD000006086,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Rules Engine",Claims,Closed-Confirmed,"2026-04-20 09:47:48",2026-04-20,"2026-04-20 16:33:50",NULL,"2026-04-28 20:00:30",939.45,939.45,133.05,806.40,0.1416,2,0,0,0,6,NULL,8,"Never Reported","Sapphire Preferred",$1K-5K,0,restricted,CUS0002982,25-34,"Consumer Banking",MI,Detroit,2.3,1,2
FRD000007146,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Rules Engine",Claims,Open,"2026-06-07 17:08:35",2026-06-07,"2026-06-07 19:56:23",NULL,NULL,692.77,692.77,75.56,617.21,0.1091,2,0,0,0,2,NULL,NULL,"Never Reported","Freedom Unlimited",$25K-100K,0,active,CUS0000237,65+,"Consumer Banking",WA,Spokane,12.1,1,1
FRD000008831,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops",Closed-Confirmed,"2025-06-22 05:22:41",2025-06-22,"2025-07-25 15:01:58","2025-07-28 17:02:29","2025-08-16 20:06:28",3097.82,3097.82,643.04,2454.78,0.2076,3,1,1,0,801,875,55,"4. 7d+","Freedom Unlimited",<$1K,0,active,CUS0002661,25-34,"Consumer Banking",CA,"Los Angeles",12.5,1,2
FRD000007351,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-09-27 23:51:12",2024-09-27,"2024-09-28 05:44:47","2024-09-28 15:50:05","2024-10-01 03:07:21",1285.14,545.68,50.43,495.25,0.0924,2,0,0,0,5,15,3,"1. <24h","Sapphire Preferred",$5K-25K,0,active,CUS0001670,65+,"Consumer Banking",FL,Tampa,5.4,1,0
FRD000006354,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2026-03-15 19:27:46",2026-03-15,"2026-03-16 12:48:07","2026-03-16 19:58:11","2026-04-10 07:19:18",231.50,231.50,26.41,205.09,0.1141,1,0,0,0,17,24,25,"2. 24-72h","Total Checking",$100K+,1,active,CUS0002856,55-64,"Consumer Banking",TX,Dallas,5.8,1,0
FRD000000843,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Merchant Alert","Card Services",Closed-Confirmed,"2025-05-22 16:56:31",2025-05-22,"2025-05-23 04:35:07",NULL,"2025-06-07 07:54:43",326.34,326.34,304.88,21.46,0.9342,4,1,0,1,11,NULL,15,"Never Reported","Auto Loan",$5K-25K,0,active,CUS0002032,45-54,"Consumer Banking",MI,Detroit,3.7,1,0
FRD000004463,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-05-19 06:35:57",2025-05-19,"2025-05-21 06:23:20","2025-05-22 02:43:17","2025-06-17 20:04:23",1097.88,1097.88,491.64,606.24,0.4478,3,1,1,0,47,68,29,"2. 24-72h","Auto Loan",$25K-100K,0,active,CUS0000023,35-44,"Consumer Banking",CA,"San Diego",2.2,1,1
FRD000001284,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Customer Reported","Card Services",Open,"2024-12-09 03:04:53",2024-12-09,"2024-12-09 07:22:01","2024-12-09 12:27:55",NULL,43.22,2.27,2.02,0.25,0.8899,2,1,1,0,4,9,NULL,"1. <24h","Sapphire Preferred",$25K-100K,0,active,CUS0000136,45-54,"Consumer Banking",CA,"Los Angeles",0.3,1,2
FRD000004827,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2025-12-10 13:00:45",2025-12-10,"2025-12-11 12:34:28",NULL,"2026-01-06 10:37:42",5253.43,5253.43,2404.29,2849.14,0.4577,1,1,0,0,23,NULL,26,"Never Reported","Sapphire Preferred",$5K-25K,0,active,CUS0002549,35-44,"Consumer Banking",CA,"San Diego",15.6,0,0
FRD000004362,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-10-31 03:44:21",2025-10-31,"2025-11-02 10:34:47","2025-11-03 01:27:14","2025-11-20 16:45:35",154.38,154.38,72.60,81.78,0.4703,5,1,0,0,54,69,20,"2. 24-72h","Private Client Checking",$1K-5K,1,active,CUS0000862,55-64,"Private Client Banking",FL,Tampa,2.8,1,0
FRD000008232,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2025-04-29 08:09:37",2025-04-29,"2025-04-30 05:09:47","2025-04-30 14:36:49","2025-05-10 09:28:53",112051.09,112051.09,32527.13,79523.96,0.2903,3,0,0,1,21,30,11,"2. 24-72h","Sapphire Preferred",$1K-5K,0,active,CUS0001765,25-34,"Consumer Banking",CA,"Los Angeles",0.2,1,0
FRD000006198,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Rules Engine",Claims,Closed-Confirmed,"2024-03-02 15:22:10",2024-03-02,"2024-03-02 19:07:18",NULL,"2024-03-24 19:39:04",959.58,959.58,120.51,839.07,0.1256,2,0,0,0,3,NULL,22,"Never Reported","Business Savings",$100K+,1,active,CUS0001004,65+,"Financial Banking",NJ,"Jersey City",3.8,1,0
FRD000005351,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-09-14 03:50:32",2025-09-14,"2025-09-16 01:50:14","2025-09-16 02:05:16","2025-09-26 14:26:47",2056.40,806.29,395.23,411.06,0.4902,3,1,1,0,45,46,12,"2. 24-72h","Total Checking",$1K-5K,1,active,CUS0001350,55-64,"Consumer Banking",WA,Seattle,35.0,1,0
FRD000008245,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","Rules Engine","Wire Recall","Closed-No Fraud","2024-05-21 13:47:31",2024-05-21,"2024-05-28 20:51:06","2024-05-29 09:06:28","2024-06-04 13:11:56",88015.19,0.00,0.00,0.00,NULL,2,0,0,0,175,187,13,"4. 7d+","Total Checking",$5K-25K,1,active,CUS0001821,35-44,"Consumer Banking",TX,Austin,3.8,0,0
FRD000003914,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-02-05 02:59:03",2026-02-05,"2026-02-09 10:46:51","2026-02-10 03:15:14","2026-02-15 08:05:07",2223.85,2223.85,960.47,1263.38,0.4319,3,1,0,0,103,120,10,"3. 3-7d","Auto Loan",<$1K,0,active,CUS0000358,35-44,"Consumer Banking",NJ,Newark,1.9,0,0
FRD000005773,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-02-01 09:16:38",2026-02-01,"2026-02-05 02:11:05","2026-02-05 19:12:54","2026-02-21 03:11:26",872.10,872.10,404.23,467.87,0.4635,6,1,1,0,88,105,19,"3. 3-7d","Auto Loan",<$1K,0,active,CUS0001708,25-34,"Consumer Banking",MA,Springfield,1.2,1,2
FRD000008572,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops",Closed-Confirmed,"2024-05-21 20:53:48",2024-05-21,"2024-10-26 21:02:13","2024-10-29 01:16:06","2024-11-12 07:35:59",6724.08,6724.08,1187.15,5536.93,0.1766,2,1,1,0,3792,3844,174,"4. 7d+","Financial Investment Account",<$1K,0,active,CUS0000455,55-64,"Private Client Banking",NJ,Newark,11.6,1,0
FRD000009779,"Tech Support/Impersonation",Authorized,1,"Online Banking","refund overpayment","Rules Engine",Claims,Closed-Confirmed,"2025-06-15 00:58:52",2025-06-15,"2025-06-16 20:02:13","2025-06-16 23:04:25","2025-06-26 19:58:06",19369.49,974.23,236.12,738.11,0.2424,1,0,0,0,43,46,11,"2. 24-72h","Auto Loan",$1K-5K,0,active,CUS0001718,35-44,"Consumer Banking",KS,Topeka,11.6,1,0
FRD000008278,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2024-08-16 13:26:27",2024-08-16,"2024-08-22 05:30:36","2024-08-23 10:03:14","2024-08-28 12:35:41",64426.12,64426.12,15211.41,49214.71,0.2361,1,0,0,0,136,164,11,"3. 3-7d","Freedom Unlimited",<$1K,0,active,CUS0002510,45-54,"Consumer Banking",TX,Dallas,12.1,1,0
FRD000005314,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","ML Model","Fraud Ops",Open,"2024-08-31 21:08:47",2024-08-31,"2024-09-02 02:12:17",NULL,NULL,4523.83,2317.28,948.85,1368.43,0.4095,2,1,0,1,29,NULL,NULL,"Never Reported","Premier Savings",$5K-25K,1,active,CUS0000562,55-64,"Consumer Banking",CA,"Los Angeles",4.5,1,0
FRD000006028,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2025-05-29 08:30:39",2025-05-29,"2025-05-29 12:15:44","2025-05-30 02:44:51","2025-06-12 15:56:12",89.01,89.01,8.15,80.86,0.0916,2,0,0,0,3,18,14,"1. <24h","Auto Loan",$1K-5K,0,closed,CUS0000317,35-44,"Consumer Banking",PA,Pittsburgh,2.0,1,0
FRD000001613,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-11-24 11:43:55",2025-11-24,"2025-11-24 20:49:44",NULL,"2026-01-02 10:58:50",352.30,352.30,323.32,28.98,0.9177,1,1,0,0,9,NULL,38,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0001759,55-64,"Consumer Banking",TX,Austin,1.3,1,0
FRD000003934,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-01-31 00:00:47",2026-01-31,"2026-02-02 20:43:59","2026-02-03 08:52:27","2026-02-08 19:49:01",1458.61,390.92,213.11,177.81,0.5451,4,1,0,0,68,80,8,"3. 3-7d","Private Client Checking",<$1K,1,active,CUS0002514,25-34,"Private Client Banking",TX,Dallas,0.9,1,0
FRD000001953,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Merchant Alert","Card Services",Closed-Confirmed,"2025-12-12 09:51:20",2025-12-12,"2025-12-12 15:12:28",NULL,"2025-12-25 00:55:39",548.39,548.39,470.06,78.33,0.8572,2,1,0,0,5,NULL,12,"Never Reported","Premier Savings",<$1K,1,active,CUS0001500,45-54,"Consumer Banking",FL,Orlando,11.7,1,1
FRD000009704,"Tech Support/Impersonation",Authorized,1,"Online Banking","bank impersonation","Customer Reported",Claims,Closed-Confirmed,"2024-08-22 11:49:46",2024-08-22,"2024-08-28 03:15:37","2024-08-28 10:16:20","2024-09-19 14:39:38",5264.97,4845.61,1329.96,3515.65,0.2745,1,0,0,0,135,142,28,"3. 3-7d","Private Client Savings",$1K-5K,1,active,CUS0000343,18-24,"Private Client Banking",CA,"Los Angeles",0.3,0,0
FRD000009114,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Customer Reported","Fraud Ops",Closed-Confirmed,"2025-07-15 11:04:15",2025-07-15,"2025-08-05 05:13:58","2025-08-06 17:40:10","2025-08-27 04:04:33",14343.50,14343.50,2295.05,12048.45,0.1600,5,1,1,0,498,534,42,"4. 7d+","Business Platinum",<$1K,0,active,CUS0000348,18-24,"Financial Banking",NY,Albany,17.1,0,0
FRD000009687,"Tech Support/Impersonation",Authorized,1,"Online Banking","bank impersonation","Rules Engine",Claims,Closed-Confirmed,"2024-10-22 20:49:49",2024-10-22,"2024-10-25 12:14:04","2024-10-25 23:28:26","2024-11-04 18:18:31",11854.89,11854.89,2512.28,9342.61,0.2119,2,0,0,1,63,74,12,"3. 3-7d","Premier Savings",<$1K,1,active,CUS0001376,45-54,"Consumer Banking",NJ,Newark,2.7,1,0
FRD000000917,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Customer Reported","Card Services",Closed-Confirmed,"2026-01-15 03:09:05",2026-01-15,"2026-01-15 22:44:49","2026-01-16 04:50:25","2026-01-29 02:49:00",185.53,28.31,20.97,7.34,0.7407,2,1,1,0,19,25,13,"2. 24-72h","Total Checking",$5K-25K,1,active,CUS0000341,45-54,"Consumer Banking",NY,Buffalo,1.6,1,0
